Trimestre,Distrito,PER,Precio_Venta_USD,Tipo_Cambio,Alquiler_Mensual_Soles
2022-T1,San Borja,21.5468,1729.21,3.8063,25.4557
2022-T2,San Borja,20.4232,1730.77,3.7481,26.4697
2022-T3,San Borja,22.1209,1756.76,3.8912,25.7522
2022-T4,San Borja,22.9485,1689.19,3.8951,23.8923
2023-T1,San Borja,21.1199,1725.62,3.8178,25.9945
2023-T2,San Borja,20.6203,1700.0,3.7018,25.4322
2023-T3,San Borja,20.8131,1764.71,3.6758,25.9718
2023-T4,San Borja,21.2133,1746.7,3.78,25.937
2024-T1,San Borja,19.4398,1742.86,3.7589,28.0834
2024-T2,San Borja,18.0951,1737.8,3.7429,29.955
2024-T3,San Borja,17.1447,1733.33,3.758,31.661
2024-T4,San Borja,19.9565,1710.71,3.7558,26.8294
2025-T1,San Borja,20.774,1730.2,3.6993,25.6756
2025-T2,San Borja,19.6684,1820.44,3.6546,28.1881
2025-T3,San Borja,17.9295,1818.18,3.5341,29.8651
2025-T4,San Borja,18.1336,1880.0,3.3846,29.2412
2026-T1,San Borja,17.5781,1986.3,3.3868,31.8923
2013-T3,San Isidro,17.2625,1301.82,2.7857,17.5064
2013-T4,San Isidro,17.6919,1407.38,2.7842,18.4565
2014-T1,San Isidro,17.8182,1409.4,2.8093,18.5179
2014-T2,San Isidro,18.2398,1436.65,2.7919,18.325
2014-T3,San Isidro,17.5053,1416.67,2.8215,19.0283
2014-T4,San Isidro,17.7778,1454.55,2.9309,19.9832
2015-T1,San Isidro,17.3894,1383.95,3.0586,20.285
2015-T2,San Isidro,18.3408,1362.32,3.1439,19.4601
2015-T3,San Isidro,19.2107,1337.3,3.2127,18.6372
2015-T4,San Isidro,18.544,1366.67,3.3226,20.4056
2016-T1,San Isidro,18.4524,1466.67,3.4502,22.853
2016-T2,San Isidro,17.5439,1371.61,3.3173,21.6126
2016-T3,San Isidro,20.797,1397.73,3.338,18.6952
2016-T4,San Isidro,18.9826,1437.5,3.3947,21.4229
2017-T1,San Isidro,19.7037,1441.72,3.2879,20.0477
2017-T2,San Isidro,19.1256,1483.33,3.2627,21.0871
2017-T3,San Isidro,19.9876,1500.0,3.2455,20.297
2017-T4,San Isidro,20.3922,1453.49,3.2459,19.2799
2018-T1,San Isidro,18.0769,1417.04,3.2385,21.1552
2018-T2,San Isidro,18.7649,1492.09,3.2584,21.591
2018-T3,San Isidro,19.1327,1569.44,3.292,22.5034
2018-T4,San Isidro,19.6769,1531.25,3.3575,21.7736
2019-T1,San Isidro,18.092,1470.83,3.3233,22.5149
2019-T2,San Isidro,19.1157,1460.99,3.3206,21.1492
2019-T3,San Isidro,19.3036,1485.67,3.3417,21.4324
2019-T4,San Isidro,19.5941,1509.38,3.3622,21.5834
2020-T1,San Isidro,18.2584,1554.45,3.403,24.1434
2020-T2,San Isidro,19.6368,1544.44,3.4296,22.4783
2020-T3,San Isidro,20.5881,1466.67,3.5451,21.0459
2020-T4,San Isidro,20.134,1595.86,3.602,23.7918
2021-T1,San Isidro,19.4062,1573.17,3.6593,24.7205
2021-T2,San Isidro,22.2395,1476.37,3.7944,20.9912
2021-T3,San Isidro,21.2477,1467.74,4.0446,23.2825
2021-T4,San Isidro,19.0006,1416.67,4.0239,25.0014
2022-T1,San Isidro,15.1834,1587.43,3.8063,33.1623
2022-T2,San Isidro,16.1017,1518.99,3.7481,29.4658
2022-T3,San Isidro,18.5065,1553.78,3.8912,27.2251
2022-T4,San Isidro,18.3113,1538.46,3.8951,27.271
2023-T1,San Isidro,17.9993,1474.36,3.8178,26.0599
2023-T2,San Isidro,17.6899,1536.99,3.7018,26.8024
2023-T3,San Isidro,17.8809,1705.62,3.6758,29.2186
2023-T4,San Isidro,18.5947,1677.59,3.78,28.4188
2024-T1,San Isidro,18.1615,1652.17,3.7589,28.4958
2024-T2,San Isidro,17.0769,1603.06,3.7429,29.2799
2024-T3,San Isidro,16.839,1630.14,3.758,30.3167
2024-T4,San Isidro,15.6204,1597.22,3.7558,32.003
2025-T1,San Isidro,16.0779,1653.06,3.6993,31.696
2025-T2,San Isidro,16.1517,1653.06,3.6546,31.1693
2025-T3,San Isidro,16.343,1666.67,3.5341,30.0338
2025-T4,San Isidro,15.949,1716.79,3.3846,30.3603
2026-T1,San Isidro,16.6972,1875.0,3.3868,31.6935
2013-T3,San Miguel,14.7242,1270.09,2.7857,20.024
2013-T4,San Miguel,14.9927,1247.91,2.7842,19.3116
2014-T1,San Miguel,15.5222,1330.47,2.8093,20.0666
2014-T2,San Miguel,14.6764,1268.04,2.7919,20.1014
2014-T3,San Miguel,14.9721,1234.85,2.8215,19.3923
2014-T4,San Miguel,15.3589,1271.72,2.9309,20.223
2015-T1,San Miguel,15.625,1250.0,3.0586,20.3905
2015-T2,San Miguel,15.1539,1212.32,3.1439,20.9592
2015-T3,San Miguel,15.6298,1312.5,3.2127,22.4823
2015-T4,San Miguel,15.7742,1239.4,3.3226,21.7549
2016-T1,San Miguel,16.3735,1159.42,3.4502,20.3594
2016-T2,San Miguel,16.8916,1235.16,3.3173,20.2141
2016-T3,San Miguel,16.471,1250.0,3.338,21.1106
2016-T4,San Miguel,16.5975,1231.88,3.3947,20.9968
2017-T1,San Miguel,14.7887,1294.12,3.2879,23.9759
2017-T2,San Miguel,14.4398,1213.43,3.2627,22.8479
2017-T3,San Miguel,17.0035,1291.25,3.2455,20.5387
2017-T4,San Miguel,15.6047,1326.56,3.2459,22.9948
2018-T1,San Miguel,15.7447,1386.79,3.2385,23.7704
2018-T2,San Miguel,14.5737,1300.9,3.2584,24.2381
2018-T3,San Miguel,16.0063,1356.35,3.292,23.2466
2018-T4,San Miguel,15.2924,1306.58,3.3575,23.9057
2019-T1,San Miguel,14.6805,1333.33,3.3233,25.1531
2019-T2,San Miguel,16.5044,1386.37,3.3206,23.2443
2019-T3,San Miguel,15.5907,1367.19,3.3417,24.4202
2019-T4,San Miguel,16.6265,1353.87,3.3622,22.815
2020-T1,San Miguel,15.0576,1322.06,3.403,24.8988
2020-T2,San Miguel,15.5423,1305.56,3.4296,24.0072
2020-T3,San Miguel,17.8295,1400.0,3.5451,23.1974
2020-T4,San Miguel,18.2865,1391.63,3.602,22.8431
2021-T1,San Miguel,19.139,1385.08,3.6593,22.0687
2021-T2,San Miguel,17.6653,1381.55,3.7944,24.7293
2021-T3,San Miguel,20.1613,1410.26,4.0446,23.5761
2021-T4,San Miguel,19.9275,1434.78,4.0239,24.1432
2022-T1,San Miguel,19.076,1439.16,3.8063,23.93
2022-T2,San Miguel,17.0358,1428.13,3.7481,26.1843
2022-T3,San Miguel,18.6689,1445.78,3.8912,25.1125
2022-T4,San Miguel,19.7742,1456.98,3.8951,23.916
2023-T1,San Miguel,17.0846,1418.92,3.8178,26.4229
2023-T2,San Miguel,17.6792,1472.92,3.7018,25.7008
2023-T3,San Miguel,17.0188,1455.59,3.6758,26.1984
2023-T4,San Miguel,17.5773,1437.91,3.78,25.7685
2024-T1,San Miguel,16.761,1416.67,3.7589,26.4757
2024-T2,San Miguel,17.4276,1451.61,3.7429,25.9803
2024-T3,San Miguel,15.2011,1462.69,3.758,30.1335
2024-T4,San Miguel,15.8337,1462.02,3.7558,28.8994
2025-T1,San Miguel,15.0028,1417.91,3.6993,29.1353
2025-T2,San Miguel,16.0112,1463.55,3.6546,27.8383
2025-T3,San Miguel,15.2913,1536.63,3.5341,29.5951
2025-T4,San Miguel,16.8863,1696.7,3.3846,28.3394
2026-T1,San Miguel,17.448,1637.33,3.3868,26.4852
2013-T3,Surco,16.5038,1776.04,2.7857,24.9814
2013-T4,Surco,16.5895,1756.81,2.7842,24.57
2014-T1,Surco,17.0185,1861.31,2.8093,25.6045
2014-T2,Surco,17.5912,1951.54,2.7919,25.8105
2014-T3,Surco,18.5052,1828.31,2.8215,23.2304
2014-T4,Surco,17.0577,1797.36,2.9309,25.7353
2015-T1,Surco,17.8151,1827.53,3.0586,26.1465
2015-T2,Surco,17.74,1792.97,3.1439,26.4792
2015-T3,Surco,17.7596,1790.23,3.2127,26.988
2015-T4,Surco,18.7374,1771.67,3.3226,26.1798
2016-T1,Surco,17.9398,1775.35,3.4502,28.4532
2016-T2,Surco,19.1506,1738.54,3.3173,25.096
2016-T3,Surco,19.25,1828.01,3.338,26.4153
2016-T4,Surco,19.0199,1820.41,3.3947,27.0759
2017-T1,Surco,19.4706,1859.18,3.2879,26.1621
2017-T2,Surco,20.9081,1839.97,3.2627,23.9271
2017-T3,Surco,20.3675,1851.32,3.2455,24.5836
2017-T4,Surco,18.3575,1796.25,3.2459,26.4673
2018-T1,Surco,19.1472,1805.47,3.2385,25.4475
2018-T2,Surco,18.0007,1787.17,3.2584,26.9586
2018-T3,Surco,17.8323,1817.33,3.292,27.9578
2018-T4,Surco,19.7863,1842.53,3.3575,26.0549
2019-T1,Surco,19.2226,1842.3,3.3233,26.5425
2019-T2,Surco,18.7195,1882.21,3.3206,27.8235
2019-T3,Surco,19.0172,1860.6,3.3417,27.2454
2019-T4,Surco,19.176,1840.72,3.3622,26.8953
2020-T1,Surco,18.1136,1843.0,3.403,28.8539
2020-T2,Surco,19.3352,1895.36,3.4296,28.0159
2020-T3,Surco,21.7595,1880.73,3.5451,25.5346
2020-T4,Surco,21.6239,1893.0,3.602,26.2772
2021-T1,Surco,21.1347,1884.51,3.6593,27.1909
2021-T2,Surco,22.6511,1870.01,3.7944,26.1049
2021-T3,Surco,23.7278,1869.42,4.0446,26.5546
2021-T4,Surco,23.6184,1815.1,4.0239,25.77
2022-T1,Surco,20.0316,1832.45,3.8063,29.0159
2022-T2,Surco,21.3274,1875.31,3.7481,27.4643
2022-T3,Surco,20.4365,1851.64,3.8912,29.3803
2022-T4,Surco,20.1074,1868.46,3.8951,30.1621
2023-T1,Surco,19.8429,1811.13,3.8178,29.0382
2023-T2,Surco,19.8662,1833.92,3.7018,28.4771
2023-T3,Surco,19.281,1848.15,3.6758,29.3612
2023-T4,Surco,19.737,1861.04,3.78,29.7019
2024-T1,Surco,18.9958,1827.65,3.7589,30.138
2024-T2,Surco,19.76,1854.17,3.7429,29.268
2024-T3,Surco,18.193,1839.21,3.758,31.6592
2024-T4,Surco,17.4967,1831.27,3.7558,32.7577
2025-T1,Surco,18.5864,1841.44,3.6993,30.5427
2025-T2,Surco,16.7424,1866.51,3.6546,33.9523
2025-T3,Surco,17.7182,1899.52,3.5341,31.5732
2025-T4,Surco,19.8189,2008.96,3.3846,28.5899
2026-T1,Surco,18.1518,2042.17,3.3868,31.753
2013-T3,Surquillo,15.2815,1975.61,2.7857,30.0112
2013-T4,Surquillo,15.2815,2000.93,2.7842,30.3795
2014-T1,Surquillo,15.8743,2257.03,2.8093,33.2861
2014-T2,Surquillo,15.0076,2152.33,2.7919,33.3664
2014-T3,Surquillo,15.6455,1752.48,2.8215,26.3368
2014-T4,Surquillo,16.7102,1877.78,2.9309,27.446
2015-T1,Surquillo,14.5229,2256.25,3.0586,39.598
2015-T2,Surquillo,16.3247,2187.5,3.1439,35.1066
2015-T3,Surquillo,18.7765,2176.47,3.2127,31.0337
2015-T4,Surquillo,15.4157,1834.34,3.3226,32.9466
2016-T1,Surquillo,14.7355,1867.89,3.4502,36.4459
2016-T2,Surquillo,17.0129,1881.18,3.3173,30.5669
2016-T3,Surquillo,17.0236,2198.7,3.338,35.9272
2016-T4,Surquillo,15.7202,2362.64,3.3947,42.5172
2017-T1,Surquillo,15.6803,2357.04,3.2879,41.1855
2017-T2,Surquillo,15.8901,2209.46,3.2627,37.8053
2017-T3,Surquillo,16.5165,2385.45,3.2455,39.0619
2017-T4,Surquillo,16.5055,2120.32,3.2459,34.748
2018-T1,Surquillo,17.1991,2108.53,3.2385,33.0853
2018-T2,Surquillo,16.7291,2046.51,3.2584,33.2173
2018-T3,Surquillo,14.8562,2062.73,3.292,38.0902
2018-T4,Surquillo,17.0388,2637.31,3.3575,43.3074
2019-T1,Surquillo,15.9936,2258.94,3.3233,39.1159
2019-T2,Surquillo,14.4754,2454.55,3.3206,46.922
2019-T3,Surquillo,16.24,2272.73,3.3417,38.9717
2019-T4,Surquillo,15.7908,2495.54,3.3622,44.2797
2020-T1,Surquillo,15.5152,2512.9,3.403,45.9308
2020-T2,Surquillo,14.5295,2654.76,3.4296,52.2203
2020-T3,Surquillo,18.229,2520.03,3.5451,40.8409
2020-T4,Surquillo,17.4289,2354.24,3.602,40.5456
2021-T1,Surquillo,18.8827,2236.36,3.6593,36.1159
2021-T2,Surquillo,18.9349,2315.79,3.7944,38.6725
2021-T3,Surquillo,20.6349,2169.49,4.0446,35.4362
2021-T4,Surquillo,19.3513,1984.24,4.0239,34.3833
2022-T1,Surquillo,16.9049,2277.23,3.8063,42.7282
2022-T2,Surquillo,18.0868,2324.56,3.7481,40.1433
2022-T3,Surquillo,18.2749,2433.67,3.8912,43.1831
2022-T4,Surquillo,17.3792,2328.64,3.8951,43.4915
2023-T1,Surquillo,17.4696,2200.0,3.8178,40.0652
2023-T2,Surquillo,16.3629,2254.9,3.7018,42.5107
2023-T3,Surquillo,16.3632,2384.0,3.6758,44.6278
2023-T4,Surquillo,16.5456,2310.03,3.78,43.979
2024-T1,Surquillo,16.4602,2094.87,3.7589,39.8658
2024-T2,Surquillo,17.0263,2300.0,3.7429,42.1345
2024-T3,Surquillo,15.1375,2231.8,3.758,46.1716
2024-T4,Surquillo,16.2444,2189.37,3.7558,42.1827
2025-T1,Surquillo,16.8729,2375.71,3.6993,43.4059
2025-T2,Surquillo,15.0621,2490.16,3.6546,50.3498
2025-T3,Surquillo,15.4196,2373.21,3.5341,45.3271
2025-T4,Surquillo,14.412,2462.69,3.3846,48.1953
2026-T1,Surquillo,14.9705,2555.56,3.3868,48.1795
